,ciclo,Asignatura,Convocatoria,Anho,Aprobado,Anho.Firma,Primer.Par,Segundo.Par,AOT,Nota.Final,id_anony,Nota.Prom
1695,1,ESTRUCTURA METALICA Y DE MADERAS,1,2012,1,2012,15,22,8,[2],es_152,2.0
1696,1,ESTRUCTURA METALICA Y DE MADERAS,1,2012,0,2012,18,10,6,[0],es_372,0.0
1697,1,ESTRUCTURA METALICA Y DE MADERAS,1,2012,0,2012,13,9,8,[0],es_377,0.0
1698,1,ESTRUCTURA METALICA Y DE MADERAS,1,2012,1,2012,16,22,9,[3],es_803,3.0
1699,1,ESTRUCTURA METALICA Y DE MADERAS,1,2012,1,2012,13,12,8,[3],es_804,3.0
1700,1,ESTRUCTURA METALICA Y DE MADERAS,1,2012,0,0,0,20,10,[0],es_386,0.0
1701,1,ESTRUCTURA METALICA Y DE MADERAS,1,2012,1,2012,15,19,9,"[1, 4]",es_805,2.5
1702,1,ESTRUCTURA METALICA Y DE MADERAS,1,2012,1,2012,18,21,10,[3],es_392,3.0
1703,1,ESTRUCTURA METALICA Y DE MADERAS,1,2012,1,2012,12,30,10,[3],es_806,3.0
1704,1,ESTRUCTURA METALICA Y DE MADERAS,1,2012,1,2012,18,20,9,[3],es_807,3.0
1705,1,ESTRUCTURA METALICA Y DE MADERAS,1,2012,1,2012,17,23,8,[4],es_808,4.0
1706,1,ESTRUCTURA METALICA Y DE MADERAS,1,2012,1,2012,16,24,10,[3],es_403,3.0
1707,1,HIDROTECNIA 1,1,2012,1,2012,0,11,8,[5],es_809,5.0
1708,1,HIDROTECNIA 1,1,2012,0,2012,22,16,6,[0],es_409,0.0
1709,1,HIDROTECNIA 1,1,2012,1,2012,18,28,7,[5],es_816,5.0
1710,1,HIDROTECNIA 1,1,2012,1,2011,0,0,0,[4],es_261,4.0
1711,1,HIDROTECNIA 1,1,2012,1,2011,0,0,0,[5],es_266,5.0
1712,1,HIDROTECNIA 1,1,2012,0,0,0,26,8,[0],es_497,0.0
1713,1,HIDROTECNIA 1,1,2012,1,2012,20,26,7,[5],es_135,5.0
1714,1,HIDROTECNIA 1,1,2012,0,0,0,0,0,[0],es_270,0.0
1715,1,HIDROTECNIA 1,1,2012,1,2012,18,16,7,[5],es_101,5.0
1716,1,HIDROTECNIA 1,1,2012,1,2012,24,22,8,[5],es_790,5.0
1717,1,HIDROTECNIA 1,1,2012,1,2012,22,19,6,[4],es_274,4.0
1718,1,HIDROTECNIA 1,1,2012,1,2011,0,0,0,[5],es_158,5.0
1719,1,HIDROTECNIA 1,1,2012,1,2012,20,32,8,[5],es_791,5.0
1720,1,HIDROTECNIA 1,1,2012,1,2012,20,28,5,[5],es_285,5.0
1721,1,HIDROTECNIA 1,1,2012,1,2012,21,25,7,[5],es_288,5.0
1722,1,HIDROTECNIA 1,1,2012,0,0,0,0,8,[0],es_518,0.0
1723,1,HIDROTECNIA 1,1,2012,1,2012,21,30,8,[5],es_294,5.0
1724,1,HIDROTECNIA 1,1,2012,1,2012,21,31,10,[5],es_526,5.0
1725,1,HIDROTECNIA 1,1,2012,0,2012,21,2,8,[0],es_139,0.0
1726,1,HIDROTECNIA 1,1,2012,1,2012,12,25,6,[4],es_300,4.0
1727,1,HIDROTECNIA 1,1,2012,0,0,12,8,5,[0],es_301,0.0
1728,1,HIDROTECNIA 1,1,2012,1,2012,18,21,8,[5],es_302,5.0
1729,1,HIDROTECNIA 1,1,2012,0,2012,22,5,7,[0],es_159,0.0
1730,1,HIDROTECNIA 1,1,2012,1,2012,19,30,7,[5],es_792,5.0
1731,1,HIDROTECNIA 1,1,2012,0,2011,0,0,0,[0],es_537,0.0
1732,1,HIDROTECNIA 1,1,2012,0,0,0,0,0,[0],es_424,0.0
1733,1,HIDROTECNIA 1,1,2012,1,2012,17,13,6,[3],es_794,3.0
1734,1,HIDROTECNIA 1,1,2012,1,2012,21,24,6,[5],es_311,5.0
1735,1,HIDROTECNIA 1,1,2012,1,2012,22,12,8,[4],es_544,4.0
1736,1,HIDROTECNIA 1,1,2012,1,2012,18,29,8,[5],es_144,5.0
1737,1,HIDROTECNIA 1,1,2012,1,2012,16,11,8,[4],es_314,4.0
1738,1,HIDROTECNIA 1,1,2012,0,2012,10,20,7,[0],es_546,0.0
1739,1,HIDROTECNIA 1,1,2012,1,2012,20,24,6,[5],es_316,5.0
1740,1,HIDROTECNIA 1,1,2012,1,2011,21,22,0,[5],es_318,5.0
